id	words	Self-fulfill	Appreciating Beauty	Social Relation	Health	Ambition & Ability	Finance
89:7	15	1	0	0	0	1	0
92:1	19	0	0	1	0	0	0
92:13	13	0	0	0	0	0	0
92:2	17	0	0	0	0	0	0
93:10	9	0	0	0	0	0	0
93:5	18	0	0	1	0	0	0
93:6	18	0	0	1	0	0	0
93:7	15	0	0	1	0	0	0
93:9	20	0	0	1	0	1	0
94:6	10	0	0	0	0	0	0
94:7	9	0	0	1	0	0	0
94:9	15	0	0	1	0	0	0
96:4	16	0	0	1	0	0	0
B0096VDM8G_17_AO81S50LQB6N8:0	9	0	0	0	0	0	0
B0096VDM8G_27_A11NFW8ZFX723Z:0	8	0	1	0	0	0	0
B0096VDM8G_28_A197TNH9U4YJMZ:0	10	0	0	0	0	0	0
B0096VDM8G_28_A197TNH9U4YJMZ:1	5	1	1	0	0	1	0
B0096VDM8G_29_A1JFXUCXT356UK:0	8	1	0	0	0	0	0
B0096VDM8G_29_A1JFXUCXT356UK:4	6	0	0	0	0	0	0
B0096VDM8G_29_A1JFXUCXT356UK:6	9	0	0	0	0	1	0
B0096VDM8G_29_A1JFXUCXT356UK:8	12	1	1	0	0	1	0
B0096VDM8G_32_ARJBI2V6ET8A4:1	18	0	0	0	0	1	0
B0096VDM8G_32_ARJBI2V6ET8A4:5	15	1	0	0	0	1	0
B0096VDM8G_33_A16DVC8HE3Q3MW:1	14	0	0	0	1	1	0
B0096VDM8G_34_A1B3PJ2QZABWXO:2	15	0	1	0	0	0	0
B0096VDM8G_34_A1B3PJ2QZABWXO:3	10	0	1	0	0	1	0
B0096VDM8G_34_A1B3PJ2QZABWXO:4	12	0	1	0	0	1	0
B0096VDM8G_34_A1B3PJ2QZABWXO:7	16	1	0	0	0	1	1
B0096VDM8G_37_A2PEWB5QXSPVR9:0	14	1	0	0	0	1	0
B0096VDM8G_41_A3NKYLRUY6OC62:0	5	0	0	0	0	1	0
B0096VDM8G_45_A2SPGNGEHWEP8R:2	15	0	1	0	0	0	0
B0096VDM8G_45_A2SPGNGEHWEP8R:4	5	0	0	0	0	1	0
B0096VDM8G_4_A38OXSOE07310S:0	5	0	0	0	0	0	1
B0096VDM8G_4_A38OXSOE07310S:2	7	0	1	0	0	0	0
B0096VDM8G_50_AIKQH7ZLIRYNH:1	8	0	0	0	0	0	0
B0096VDM8G_56_A2VQJTD3UB6YZ9:5	6	0	0	0	0	1	0
B0096VDM8G_57_A2MZ152WGRBXCC:0	8	0	0	0	0	0	0
B0096VDM8G_5_A2Q6ZHSO5QDPRQ:1	10	0	1	0	0	1	0
B0096VDM8G_5_A2Q6ZHSO5QDPRQ:4	17	1	1	0	0	0	0
B0096VDM8G_5_A2Q6ZHSO5QDPRQ:6	10	0	0	0	0	1	0
B0096VDM8G_65_A1AQ8JT2A3UWMY:11	6	0	1	0	0	0	0
B0096VDM8G_65_A1AQ8JT2A3UWMY:6	8	0	0	0	0	0	0
B0096VDM8G_65_A1AQ8JT2A3UWMY:8	10	0	0	0	1	0	0
B0096VDM8G_72_AOGYUDXOO03Q4:3	8	0	0	0	0	0	0
B0096VDM8G_74_A3JYJCVU8D2L54:1	13	0	1	0	0	0	0
B0096VDM8G_85_A333WUOS73QYJ6:0	13	0	0	0	0	0	0
B0096VDM8G_8_A1BMRP4BO8IV13:1	19	0	1	0	0	1	0
B00AH4A950_11_AC5RTYQQU6A9A:1	11	1	0	0	0	0	0
B00AH4A950_12_A2ZZTFOQZCX629:1	16	0	0	0	0	1	0
B00AH4A950_12_A2ZZTFOQZCX629:2	7	0	0	0	0	1	0
B00AH4A950_14_A3ODX2HCMPBUCA:1	5	0	0	0	0	0	0
B00AH4A950_15_A7XMOAALJQNFP:1	13	1	1	0	0	0	0
B00AH4A950_17_A2TWJVVUH3GN61:1	9	0	0	0	0	1	0
B00AH4A950_3_A20TCCBI6TXGYX:1	5	0	0	0	0	1	0
B00AH4A950_4_A37JIQH129VLKR:0	7	0	0	0	0	0	0
B00AH4A950_4_A37JIQH129VLKR:2	7	0	0	0	0	1	0
B00AH4A950_4_A37JIQH129VLKR:3	9	0	0	0	0	1	1
B00AH4A950_5_A2GV12LV1OMGT1:0	14	1	0	0	0	0	0
B00D7Z84OY_18_A293J8GU1DRRJ5:1	17	0	1	0	0	1	0
B00D7Z84OY_19_A2KZTN24NDPI8P:0	5	0	1	0	0	0	0
B00D7Z84OY_19_A2KZTN24NDPI8P:1	12	0	0	0	0	1	0
B00D7Z84OY_19_A2KZTN24NDPI8P:2	17	0	0	0	0	1	0
B00D7Z84OY_1_A2MOLJZACB33ZY:0	6	0	0	0	0	1	0
B00D7Z84OY_2_A1QJVGE8L3RA69:2	9	1	0	0	0	1	0
B00D7Z84OY_3_A3Q8WSIN4LWVLK:1	12	0	0	0	0	0	0
B00D7Z84OY_3_A3Q8WSIN4LWVLK:11	17	1	0	0	0	1	0
B00D7Z84OY_3_A3Q8WSIN4LWVLK:4	20	0	0	0	0	1	0
B00D7Z84OY_3_A3Q8WSIN4LWVLK:5	5	0	0	0	0	0	0
B00D7Z84OY_46_A1P70MSK0HHO7K:0	9	1	0	0	0	0	0
B00D7Z84OY_46_A1P70MSK0HHO7K:4	14	1	0	0	0	1	0
B00D7Z84OY_48_A2XVST4DRWHUO2:2	13	0	0	0	0	0	0
B00D7Z84OY_5_A3PBMQ9JF4Z9RQ:1	5	0	0	0	0	0	0
B00D7Z84OY_6_A3LVQPXOZD4VIT:0	9	0	0	0	0	1	0
B00D7Z84OY_6_A3LVQPXOZD4VIT:4	11	0	0	0	0	1	1
B00D7Z84OY_6_A3LVQPXOZD4VIT:5	14	1	0	0	0	0	0
B00FU83YWS_10_A1RQMWLGV6X4PV:0	9	0	1	0	0	1	0
B00FU83YWS_10_A1RQMWLGV6X4PV:1	6	0	1	0	0	0	0
B00FU83YWS_12_A35C5C6W0TIZA8:8	11	0	0	0	0	0	0
B00FU83YWS_140_A1JT0VZE1TEZ13:3	20	0	0	0	0	1	0
B00FU83YWS_141_A3Q6JY8ZJAVPCW:0	5	0	0	0	0	0	1
B00FU83YWS_145_A2ZQTQU49CF77U:0	10	0	0	0	0	1	0
B00FU83YWS_145_A2ZQTQU49CF77U:1	10	0	0	0	0	1	1
B00FU83YWS_145_A2ZQTQU49CF77U:2	18	1	0	0	0	1	0
B00FU83YWS_17_A222CVY87OUZ2U:1	7	0	0	0	0	1	1
B00FU83YWS_199_A3HRW8G7BZK0CX:1	5	1	0	0	0	0	0
B00FU83YWS_19_A1MBI7JFXKWNWS:0	19	1	0	0	0	1	0
B00FU83YWS_19_A1MBI7JFXKWNWS:3	5	0	1	0	0	0	0
B00FU83YWS_200_A2P9XOT1E1YQZ0:2	5	0	0	0	0	1	0
B00FU83YWS_200_A2P9XOT1E1YQZ0:6	14	1	0	0	0	1	0
B00FU83YWS_201_A14L9PF5EWEZUN:3	9	0	0	0	0	0	1
B00FU83YWS_202_A3SJE9OV4SEP8I:1	16	0	0	0	0	0	0
B00FU83YWS_205_ALTYOQRHM0AP7:0	11	1	1	0	0	0	0
B00FU83YWS_205_ALTYOQRHM0AP7:1	9	0	0	0	0	1	1
B00FU83YWS_205_ALTYOQRHM0AP7:2	16	0	0	0	0	1	0
B00FU83YWS_20_ANRBJAFRZR1M8:3	8	0	0	0	0	0	0
B00FU83YWS_216_A1GXCL1890WK2K:4	14	0	0	0	0	1	0
B00FU83YWS_216_A1GXCL1890WK2K:5	15	0	1	0	0	0	0
B00FU83YWS_218_A1P104WOJXMZV9:0	5	0	0	0	0	1	0
B00FU83YWS_219_A1Y4ZXHXI6KT7B:1	7	1	0	0	0	0	0
B00FU83YWS_25_A3504VWFA6UMTO:1	5	1	0	0	0	0	0
B00FU83YWS_260_A2YQ3TFBY1MASP:0	11	0	0	0	0	0	0
B00FU83YWS_260_A2YQ3TFBY1MASP:10	15	0	0	0	0	1	0
B00FU83YWS_260_A2YQ3TFBY1MASP:12	14	0	0	0	0	1	0
B00FU83YWS_260_A2YQ3TFBY1MASP:15	6	1	0	0	0	0	1
B00FU83YWS_260_A2YQ3TFBY1MASP:3	7	0	0	0	0	0	0
B00FU83YWS_262_APGJ4QQPM9QIX:0	9	0	0	0	0	0	0
B00FU83YWS_262_APGJ4QQPM9QIX:5	7	0	0	0	0	0	0
B00FU83YWS_26_A3I7Q5Y8IIS1YE:0	14	0	0	0	0	1	0
B00FU83YWS_26_A3I7Q5Y8IIS1YE:1	11	0	1	0	0	0	0
B00FU83YWS_26_A3I7Q5Y8IIS1YE:2	16	0	1	0	0	0	0
B00FU83YWS_277_AZH4JFP4U8IVR:0	8	0	1	0	0	1	0
B00FU83YWS_29_A12BQH3ETKAFX1:0	11	0	0	0	0	1	0
B00FU83YWS_29_A12BQH3ETKAFX1:1	8	1	0	0	0	0	0
B00FU83YWS_29_A12BQH3ETKAFX1:2	10	0	1	0	0	0	0
B00FU83YWS_36_A21F9QHZIQH13I:1	6	0	0	0	0	1	0
B00FU83YWS_36_A21F9QHZIQH13I:2	19	0	0	0	0	1	0
B00FU83YWS_36_A21F9QHZIQH13I:3	11	0	1	0	0	1	0
B00FU83YWS_36_A21F9QHZIQH13I:7	10	0	0	0	0	0	0
B00FU83YWS_37_A1BEVTJDXGMJ5I:0	7	0	0	0	0	0	0
B00FU83YWS_37_A1BEVTJDXGMJ5I:1	5	0	0	0	0	1	0
B00FU83YWS_5_A32LJA5R33Y631:1	7	0	0	0	0	1	1
B00FU83YWS_5_A32LJA5R33Y631:5	8	0	0	0	0	0	1
B00FU83YWS_61_A1TAIZR02ODKET:0	8	0	0	0	0	1	0
B00FU83YWS_61_A1TAIZR02ODKET:1	19	0	0	0	0	1	0
B00FU83YWS_61_A1TAIZR02ODKET:3	9	0	0	0	0	1	0
B00FU83YWS_64_A3DGGMIJIKUS2O:0	7	0	0	0	0	1	0
B00FU83YWS_64_A3DGGMIJIKUS2O:1	6	0	0	0	0	1	0
B00FU83YWS_65_A1KQSBBXF0PT6J:2	12	0	0	0	0	1	0
B00FU83YWS_8_A39B6W3B15HS0A:1	14	0	1	0	0	0	0
B00KB3MXH4_10_A32154TIUMUEBZ:1	16	1	0	0	0	1	0
B00KB3MXH4_15_A1HHHK2JW28E4Z:0	15	0	0	0	0	0	0
B00KB3MXH4_15_A1HHHK2JW28E4Z:1	11	0	0	0	0	1	0
B00KB3MXH4_15_A1HHHK2JW28E4Z:2	5	0	0	0	0	0	1
B00KB3MXH4_15_A1HHHK2JW28E4Z:3	14	0	0	0	0	0	0
B00KB3MXH4_16_A159MX2ZLCCFU2:1	16	0	1	0	0	0	0
B00KB3MXH4_16_A159MX2ZLCCFU2:5	14	0	0	0	0	1	0
B00KB3MXH4_16_A159MX2ZLCCFU2:7	9	1	1	0	0	0	0
B00KB3MXH4_22_A106YGESUYA4BP:2	16	0	0	0	0	1	0
B00KB3MXH4_22_A106YGESUYA4BP:5	7	0	0	0	0	0	0
B00KB3MXH4_22_A106YGESUYA4BP:6	15	0	0	0	0	1	0
B00KMRGF28_106_AGNDXNERJ5L83:1	9	0	1	0	0	1	0
B00KMRGF28_106_AGNDXNERJ5L83:4	9	1	0	0	0	0	1
B00KMRGF28_109_A1EUFUJPPD4V05:3	9	0	0	0	0	1	0
B00KMRGF28_110_A1DQBA28Z04UI1:3	9	0	0	0	0	0	0
B00KMRGF28_110_A1DQBA28Z04UI1:4	13	0	0	0	0	0	1
B00KMRGF28_112_AG0H7UG6OX2GU:5	17	0	1	0	0	1	0
B00KMRGF28_128_A1BJWKIOJWBL7N:1	8	0	0	0	0	1	0
B00KMRGF28_128_A1BJWKIOJWBL7N:4	15	0	0	0	0	0	1
B00KMRGF28_12_A25B2Q7A775WAE:1	13	1	0	0	0	0	0
B00KMRGF28_12_A25B2Q7A775WAE:2	18	0	1	0	0	0	0
B00KMRGF28_12_A25B2Q7A775WAE:3	10	1	0	0	0	0	1
B00KMRGF28_13_A29X881WVJ8402:0	6	0	0	0	0	1	0
B00KMRGF28_143_A2F0D5EV8ZOK44:0	11	0	1	0	0	1	0
B00KMRGF28_145_A1X3Y4R5C1S4JH:3	9	0	0	0	0	1	0
B00KMRGF28_145_A1X3Y4R5C1S4JH:6	10	0	0	0	0	1	0
B00KMRGF28_145_A1X3Y4R5C1S4JH:8	7	0	1	0	0	0	0
B00KMRGF28_149_A3J4TEK6ANKJHC:0	6	1	0	0	0	0	0
B00KMRGF28_149_A3J4TEK6ANKJHC:3	10	0	0	0	0	1	0
B00KMRGF28_149_A3J4TEK6ANKJHC:5	5	0	0	0	0	0	1
B00KMRGF28_158_A290OAUA8EAMP3:0	7	1	0	0	0	1	0
B00KMRGF28_162_A2A9UX1U9D816V:0	9	1	0	0	0	1	1
B00KMRGF28_163_A2D8S1LRNDVO7T:0	10	1	1	0	0	1	0
B00KMRGF28_163_A2D8S1LRNDVO7T:3	9	0	1	0	0	0	0
B00KMRGF28_168_A3TKNSIFQ0WOEE:1	11	0	1	0	0	0	0
B00KMRGF28_168_A3TKNSIFQ0WOEE:2	18	0	1	0	0	1	0
B00KMRGF28_168_A3TKNSIFQ0WOEE:3	17	0	1	0	0	0	0
B00KMRGF28_172_A1RJ2J18DI98FG:2	13	0	0	0	0	1	0
B00KMRGF28_175_A3F52XJ7SM4P7:1	15	0	0	0	0	1	1
B00KMRGF28_176_A7M27ZVQA4N2X:0	5	0	0	0	0	0	1
B00KMRGF28_176_A7M27ZVQA4N2X:1	15	1	0	0	0	1	0
B00KMRGF28_176_A7M27ZVQA4N2X:2	12	1	0	0	0	0	0
B00KMRGF28_176_A7M27ZVQA4N2X:3	14	0	1	0	0	1	0
B00KMRGF28_181_A3EWXJNJTBYTQM:1	5	0	0	0	0	1	0
B00KMRGF28_184_A12IPRD9B0KX9P:0	8	0	0	0	0	0	1
B00KMRGF28_184_A12IPRD9B0KX9P:3	18	0	0	0	0	0	1
B00KMRGF28_184_A12IPRD9B0KX9P:4	10	0	0	0	0	1	0
B00KMRGF28_184_A12IPRD9B0KX9P:5	15	0	0	0	0	1	0
B00KMRGF28_184_A12IPRD9B0KX9P:9	9	1	0	0	0	0	0
B00KMRGF28_185_A1JE1DCYMIWKJ4:0	11	1	0	0	0	0	0
B00KMRGF28_185_A1JE1DCYMIWKJ4:2	15	1	0	0	0	1	0
B00KMRGF28_185_A1JE1DCYMIWKJ4:3	12	1	0	0	0	0	1
B00KMRGF28_186_A8O7SW93D9BW1:0	7	1	0	0	0	0	1
B00KMRGF28_186_A8O7SW93D9BW1:1	9	1	0	0	0	1	0
B00KMRGF28_187_A13MKZMIR0KM7W:0	6	0	0	0	0	1	0
B00KMRGF28_187_A13MKZMIR0KM7W:8	8	0	0	0	0	0	0
B00KMRGF28_193_A20GPA6RDO8DT7:8	12	0	0	0	0	1	0
B00KMRGF28_194_A22LSPFBF3E1XJ:5	14	0	0	0	0	1	0
B00KMRGF28_194_A22LSPFBF3E1XJ:7	17	0	0	0	0	1	0
B00KMRGF28_200_A1SHTXCLHRR3TT:1	11	0	0	0	0	0	0
B00KMRGF28_206_AUDBDAE7ORZVV:0	7	0	0	0	0	0	0
B00KMRGF28_206_AUDBDAE7ORZVV:1	10	0	1	0	0	1	0
B00KMRGF28_208_A2O3P3SPKVXD1W:1	5	1	0	0	0	0	0
B00KMRGF28_212_A22IB8C8G5YVZD:1	14	1	0	0	0	1	0
B00KMRGF28_213_A1HYE6WQREOY5C:0	12	1	0	0	0	0	1
B00KMRGF28_213_A1HYE6WQREOY5C:1	13	0	0	0	0	1	1
B00KMRGF28_214_A1PS6GRSMNBXBJ:1	15	1	0	0	0	1	0
B00KMRGF28_214_A1PS6GRSMNBXBJ:5	16	1	0	0	0	0	0
B00KMRGF28_215_A3F2WL4GE692P5:0	7	0	0	0	0	1	1
B00KMRGF28_218_A1N9RU7NH4O21I:3	12	0	0	0	0	1	0
B00KMRGF28_221_A4YVKTRE1Z1OU:0	8	1	0	0	0	1	1
B00KMRGF28_221_A4YVKTRE1Z1OU:2	13	0	0	0	0	1	1
B00KMRGF28_221_A4YVKTRE1Z1OU:5	18	0	0	0	0	1	1
B00KMRGF28_224_A2BW7RFR3C267G:3	6	0	1	0	0	0	0
B00KMRGF28_225_A3HI5ZE8DCIM5S:1	18	1	0	0	0	0	0
B00KMRGF28_225_A3HI5ZE8DCIM5S:2	9	0	0	0	0	0	0
B00KMRGF28_227_A1JSUB9AKX4S7H:1	5	0	0	0	0	1	0
B00KMRGF28_240_A1LUL9CBASL11L:0	10	0	0	0	0	1	0
B00KMRGF28_240_A1LUL9CBASL11L:2	13	0	0	0	0	1	0
B00KMRGF28_241_A30T2OLDHWQ1EP:2	15	0	0	0	0	1	0
B00KMRGF28_248_ALFFLXZLA8653:1	8	0	0	0	0	1	0
B00KMRGF28_248_ALFFLXZLA8653:2	7	0	0	1	0	0	0
B00KMRGF28_255_A145YHZR71EDFF:0	9	0	0	0	0	0	1
B00KMRGF28_255_A145YHZR71EDFF:2	12	0	0	0	0	1	0
B00KMRGF28_258_A2TSDHTJ0H7733:0	9	0	0	0	0	1	0
B00KMRGF28_258_A2TSDHTJ0H7733:1	9	0	0	0	0	1	1
B00KMRGF28_258_A2TSDHTJ0H7733:4	10	0	0	0	0	0	0
B00KMRGF28_259_A22ELO0I334LNR:1	19	0	1	0	0	0	0
B00KMRGF28_259_A22ELO0I334LNR:3	13	0	0	0	0	1	0
B00KMRGF28_259_A22ELO0I334LNR:5	15	0	0	1	0	0	0
B00KMRGF28_278_ARETX4KDPRVUN:4	7	0	0	0	0	0	1
B00KMRGF28_304_A35Q7MBKQZV1SA:0	8	0	0	0	0	1	1
B00KMRGF28_304_A35Q7MBKQZV1SA:1	6	0	0	0	0	1	0
B00KMRGF28_310_A1PZTEOLNEN3ER:2	18	0	0	1	0	0	0
